"","estacion","ch_max","ch_min","cn_max","cn_min","cs_max","cs_min","estad_ch_max","estad_ch_min","estad_cn_max","estad_cn_min","estad_cs_max","estad_cs_min"
"1",6.824372067,12.5932321548462,10.8960199356079,9.67543983459473,7.71938371658325,6.29786157608032,5.08106422424316,"r2: 0.89","r2: 0.88","r2: 0.88","r2: 0.88","r2: 0.87","r2: 0.83"
"2",11.14483715,23.9405498504639,20.8285694122314,19.1871128082275,15.6388072967529,12.6006526947021,9.21566200256348,"rmse: 6.36","rmse: 4.88","rmse: 4.33","rmse: 3.35","rmse: 3.22","rmse: 3.86"
"3",18.22455809,32.5266189575195,28.4919853210449,26.7577266693115,22.190034866333,18.1384792327881,13.253342628479,"bias: 30.6","bias: 14.2","bias: 2.9","bias: -14.2","bias: -25.6","bias: -31.3"
"4",16.00904889,19.7004947662354,16.8120937347412,15.3151893615723,12.146125793457,9.52408599853516,6.82975721359253,"nash: -0.54","nash: 0.09","nash: 0.29","nash: 0.57","nash: 0.6","nash: 0.43"
"5",10.07641862,4.95382595062256,4.05269527435303,3.3437020778656,2.59219288825989,2.30829811096191,2.76543045043945,"","","","","",""
"6",5.564023229,1.28284442424774,1.31200611591339,1.06451630592346,1.30907666683197,1.83886075019836,3.2533597946167,"","","","","",""
"7",3.553255799,0.523566544055939,0.854657709598541,0.75864565372467,1.30214047431946,2.03070092201233,3.68887948989868,"","","","","",""
"8",2.373976741,0.428733915090561,0.832206964492798,0.774710774421692,1.38189470767975,2.15440034866333,3.85826945304871,"","","","","",""
"9",2.739441873,1.80506265163422,1.69343388080597,1.35257506370544,1.4194769859314,1.84090888500214,3.1026246547699,"","","","","",""
"10",3.776481817,5.86825609207153,4.97633409500122,4.133864402771,3.20888352394104,2.80125951766968,2.98803019523621,"","","","","",""
"11",3.861534912,4.93701982498169,4.25588607788086,3.57491993904114,2.90549921989441,2.74023461341858,3.17891836166382,"","","","","",""
"12",4.007041881,6.61060523986816,5.64859294891357,4.79570531845093,3.78214693069458,3.28610777854919,3.33763647079468,"","","","","",""
